questionnaire_item_id,feature,question_text_primary,caregiver_question,psychologist_question,feature_label_human,feature_description,term_explanation,section_name,subsection_name,questionnaire_section_suggested,questionnaire_subsection_suggested,layer,domain,domains_final,module,criterion_ref,instrument_or_source,feature_type,feature_role,dataset_class,questionnaire_class,visible_question_yes_no,generated_input_yes_no,show_in_questionnaire_yes_no,is_direct_input,is_transparent_derived,derivable_if_not_shown_yes_no,requires_internal_scoring,requires_exact_item_wording,requires_clinician_administration,requires_child_self_report,who_answers,respondent_expected,administered_by,response_type,scale_id,scale_name,response_options_json,min_value,max_value,unit,scale_guidance,include_caregiver_1_3,include_caregiver_2_3,include_caregiver_full,include_psychologist_1_3,include_psychologist_2_3,include_psychologist_full,modes_applicable,caregiver_rank,psychologist_rank,caregiver_priority_bucket,psychologist_priority_bucket,derived_from_features,internal_scoring_formula_summary,selection_rationale,help_text,notes,canonical_question_id,reuse_answer_from_question_id,question_audit_status
Q137,dmdd_outbursts_severity,¿Qué tan graves son los estallidos?,¿Qué tan graves son los estallidos?,¿Qué tan graves son los estallidos?,Dmdd outbursts severity,Input for dmdd - Dmdd outbursts severity,DMDD: irritabilidad intensa con estallidos frecuentes; aquí se expresa con preguntas sencillas.,"5. Estado de ánimo, tristeza e irritabilidad",Irritabilidad intensa y estallidos,"5. Estado de ánimo, tristeza e irritabilidad",Irritabilidad intensa y estallidos,dsm5,adhd,adhd|conduct|elimination|anxiety|depression,dmdd,DMDD_A,dsm5,symptom_item,symptom_item,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,single_choice,FREQ_0_3,Frecuencia 0-3,"[{""value"": 0, ""label"": ""0 = Nunca o ausente""}, {""value"": 1, ""label"": ""1 = Leve / ocasional""}, {""value"": 2, ""label"": ""2 = Claro / frecuente""}, {""value"": 3, ""label"": ""3 = Muy marcado / casi siempre""}]",0.0,3.0,,"0 nunca o ausente, 1 leve u ocasional, 2 claro o frecuente, 3 muy marcado o casi siempre.",no,no,yes,no,yes,yes,"caregiver_full, psychologist_2_3, psychologist_full",101.0,101.0,baja,media,,,feature DSM-5 explícita; prioridad DSM-5 medium; capa core_symptom; respondible por ambos roles,Severidad de los estallidos.,,,,audited_v16_4
Q138,encopresis_constipation_present,"Pensando en los problemas para evacuar o en los escapes de heces, ¿también hay estreñimiento?","Pensando en los problemas para evacuar o en los escapes de heces, ¿también hay estreñimiento?","Pensando en los problemas para evacuar o en los escapes de heces, ¿también hay estreñimiento?",Encopresis constipation present,Input for encopresis - Encopresis constipation present,Encopresis: escapes de heces o ensuciar en lugares o momentos inadecuados.,"6. Orina, heces y continencia",Deposiciones y ensuciarse,"6. Orina, heces y continencia",Deposiciones y ensuciarse,dsm5,adhd,adhd|elimination|depression,encopresis,specifier,dsm5,specifier_item,specifier_item,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,single_choice,YES_NO,Sí / No,"[{""value"": 0, ""label"": ""No""}, {""value"": 1, ""label"": ""Sí""}]",0.0,1.0,,Seleccione Sí o No.,no,no,yes,no,no,yes,"caregiver_full, psychologist_full",142.0,168.0,baja,baja,,,feature DSM-5 explícita; prioridad DSM-5 medium; capa subtype; respondible por ambos roles,"Estreñimiento = dificultad persistente para evacuar, heces duras, dolor al evacuar o evacuaciones poco frecuentes.",,,,audited_v16_4
Q139,encopresis_duration_months_consecutive,"Pensando en los escapes de heces o en ensuciarse, ¿cuántos meses seguidos lleva ocurriendo este problema?","Pensando en los escapes de heces o en ensuciarse, ¿cuántos meses seguidos lleva ocurriendo este problema?","Pensando en los escapes de heces o en ensuciarse, ¿cuántos meses seguidos lleva ocurriendo este problema?",Encopresis duration months consecutive,Input for encopresis - Encopresis duration months consecutive,Encopresis: escapes de heces o ensuciar en lugares o momentos inadecuados.,"6. Orina, heces y continencia",Deposiciones y ensuciarse,"6. Orina, heces y continencia",Deposiciones y ensuciarse,dsm5,adhd,adhd|elimination|depression,encopresis,encopresis_B,dsm5,duration_item,duration_item,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,integer,INTEGER_MONTHS,Número de meses,,0.0,240.0,meses,Ingrese un número entero de meses.,no,yes,yes,no,yes,yes,"caregiver_2_3, caregiver_full, psychologist_2_3, psychologist_full",89.0,89.0,media,media,,,feature DSM-5 explícita; prioridad DSM-5 high; capa criteria_support; respondible por ambos roles,Cuente el tiempo desde que este problema comenzó a ocurrir de forma repetida.,,,,audited_v16_4
Q140,encopresis_event_frequency_per_month,"Pensando en los escapes de heces o en ensuciarse, ¿cuántas veces por mes ocurre este problema?","Pensando en los escapes de heces o en ensuciarse, ¿cuántas veces por mes ocurre este problema?","Pensando en los escapes de heces o en ensuciarse, ¿cuántas veces por mes ocurre este problema?",Encopresis event frequency per month,Input for encopresis - Encopresis event frequency per month,Encopresis: escapes de heces o ensuciar en lugares o momentos inadecuados.,"6. Orina, heces y continencia",Deposiciones y ensuciarse,"6. Orina, heces y continencia",Deposiciones y ensuciarse,dsm5,adhd,adhd|elimination|anxiety|depression,encopresis,encopresis_B,dsm5,symptom_item,symptom_item,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,decimal,DECIMAL_PER_MONTH,Frecuencia por mes,,0.0,100.0,veces por mes,Ingrese el número aproximado de veces por mes.,yes,yes,yes,yes,yes,yes,"caregiver_1_3, caregiver_2_3, caregiver_full, psychologist_1_3, psychologist_2_3, psychologist_full",36.0,36.0,alta,alta,,,feature DSM-5 explícita; prioridad DSM-5 high; capa core_symptom; respondible por ambos roles,"Encopresis = evacuación de heces en lugares o momentos inadecuados, voluntaria o involuntariamente.",,,,audited_v16_4
Q141,encopresis_not_due_substance_medical,"Según su juicio clínico, ¿este problema de escapes de heces no se explica mejor por una sustancia o un problema médico?","Según su juicio clínico, ¿este problema de escapes de heces no se explica mejor por una sustancia o un problema médico?","Según su juicio clínico, ¿este problema de escapes de heces no se explica mejor por una sustancia o un problema médico?",Encopresis not due substance medical,Input for encopresis - Encopresis not due substance medical,Encopresis: escapes de heces o ensuciar en lugares o momentos inadecuados.,"6. Orina, heces y continencia",Deposiciones y ensuciarse,"6. Orina, heces y continencia",Deposiciones y ensuciarse,dsm5,adhd,adhd|depression,encopresis,encopresis_D,dsm5,exclusion_flag,exclusion_flag,model_input,direct_psychologist_only,yes,no,yes,yes,no,no,no,yes,no,no,Psicólogo/a,psychologist,caregiver_or_psychologist,single_choice,YES_NO,Sí / No,"[{""value"": 0, ""label"": ""No""}, {""value"": 1, ""label"": ""Sí""}]",0.0,1.0,,Seleccione Sí o No.,no,no,no,no,no,yes,psychologist_full,,130.0,no_aplica,baja,,,feature DSM-5 explícita; prioridad DSM-5 high; capa clinician_gate; solo psicólogo,Solo psicólogo.,,,,audited_v16_4
Q142,encopresis_overflow_incontinence,"Según su juicio clínico, ¿hay un patrón compatible con rebosamiento por estreñimiento?","Según su juicio clínico, ¿hay un patrón compatible con rebosamiento por estreñimiento?","Según su juicio clínico, ¿hay un patrón compatible con rebosamiento por estreñimiento?",Encopresis overflow incontinence,Input for encopresis - Encopresis overflow incontinence,Encopresis: escapes de heces o ensuciar en lugares o momentos inadecuados.,"6. Orina, heces y continencia",Deposiciones y ensuciarse,"6. Orina, heces y continencia",Deposiciones y ensuciarse,dsm5,adhd,adhd|elimination|depression,encopresis,specifier,dsm5,specifier_item,specifier_item,model_input,direct_psychologist_only,yes,no,yes,yes,no,no,no,yes,no,no,Psicólogo/a,psychologist,caregiver_or_psychologist,single_choice,YES_NO,Sí / No,"[{""value"": 0, ""label"": ""No""}, {""value"": 1, ""label"": ""Sí""}]",0.0,1.0,,Seleccione Sí o No.,no,no,no,no,no,yes,psychologist_full,,174.0,no_aplica,baja,,,feature DSM-5 explícita; prioridad DSM-5 medium; capa subtype; solo psicólogo,Rebosamiento por estreñimiento significa manchado o escapes de heces en el contexto de estreñimiento.,,,,audited_v16_4
Q143,encopresis_visible_deposition_pattern,¿Qué tan evidente es el patrón de ensuciar o evacuar en lugares inadecuados?,¿Qué tan evidente es el patrón de ensuciar o evacuar en lugares inadecuados?,¿Qué tan evidente es el patrón de ensuciar o evacuar en lugares inadecuados?,Encopresis visible deposition pattern,Input for encopresis - Encopresis visible deposition pattern,Encopresis: escapes de heces o ensuciar en lugares o momentos inadecuados.,"6. Orina, heces y continencia",Deposiciones y ensuciarse,"6. Orina, heces y continencia",Deposiciones y ensuciarse,dsm5,adhd,adhd|elimination|depression,encopresis,pattern,dsm5,pattern_item,pattern_item,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,single_choice,PATTERN_0_2,Patrón 0-2,"[{""value"": 0, ""label"": ""0 = No""}, {""value"": 1, ""label"": ""1 = A veces / patrón leve""}, {""value"": 2, ""label"": ""2 = Sí / patrón claro""}]",0.0,2.0,,"0 no, 1 a veces o patrón leve, 2 sí o patrón claro.",no,no,yes,no,no,yes,"caregiver_full, psychologist_full",145.0,177.0,baja,baja,,,feature DSM-5 explícita; prioridad DSM-5 low; capa pattern; respondible por ambos roles,Patrón observable del problema.,,,,audited_v16_4
Q144,enuresis_distress_impairment,"Pensando en los escapes de orina o en mojarse sin querer, ¿cuánto malestar o impacto genera este problema?","Pensando en los escapes de orina o en mojarse sin querer, ¿cuánto malestar o impacto genera este problema?","Pensando en los escapes de orina o en mojarse sin querer, ¿cuánto malestar o impacto genera este problema?",Enuresis distress impairment,Input for enuresis - Enuresis distress impairment,Enuresis: escapes de orina o mojarse involuntariamente.,"6. Orina, heces y continencia",Orina y mojarse sin querer,"6. Orina, heces y continencia",Orina y mojarse sin querer,dsm5,adhd,adhd|elimination|depression,enuresis,enuresis_B,dsm5,impairment_item,impairment_item,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,single_choice,IMPACT_0_3,Impacto 0-3,"[{""value"": 0, ""label"": ""0 = Sin impacto""}, {""value"": 1, ""label"": ""1 = Impacto leve""}, {""value"": 2, ""label"": ""2 = Impacto moderado""}, {""value"": 3, ""label"": ""3 = Impacto marcado""}]",0.0,3.0,,"0 sin impacto, 1 impacto leve, 2 impacto moderado, 3 impacto marcado.",no,yes,yes,no,yes,yes,"caregiver_2_3, caregiver_full, psychologist_2_3, psychologist_full",72.0,72.0,media,media,,,feature DSM-5 explícita; prioridad DSM-5 high; capa criteria_support; respondible por ambos roles,"Considere vergüenza, malestar emocional, problemas de sueño, molestias familiares o dificultad en actividades diarias.",,,,audited_v16_4
Q145,enuresis_diurnal,¿Los escapes de orina ocurren principalmente de día?,¿Los escapes de orina ocurren principalmente de día?,¿Los escapes de orina ocurren principalmente de día?,Enuresis diurnal,Input for enuresis - Enuresis diurnal,Enuresis: escapes de orina o mojarse involuntariamente.,"6. Orina, heces y continencia",Orina y mojarse sin querer,"6. Orina, heces y continencia",Orina y mojarse sin querer,dsm5,adhd,adhd|elimination|depression,enuresis,specifier,dsm5,specifier_item,specifier_item,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,single_choice,YES_NO,Sí / No,"[{""value"": 0, ""label"": ""No""}, {""value"": 1, ""label"": ""Sí""}]",0.0,1.0,,Seleccione Sí o No.,no,no,yes,no,no,yes,"caregiver_full, psychologist_full",143.0,169.0,baja,baja,,,feature DSM-5 explícita; prioridad DSM-5 medium; capa subtype; respondible por ambos roles,Enuresis diurna = ocurre durante el día.,,,,audited_v16_4
Q146,enuresis_duration_months_consecutive,"Pensando en los escapes de orina o en mojarse sin querer, ¿cuántos meses seguidos lleva ocurriendo este problema?","Pensando en los escapes de orina o en mojarse sin querer, ¿cuántos meses seguidos lleva ocurriendo este problema?","Pensando en los escapes de orina o en mojarse sin querer, ¿cuántos meses seguidos lleva ocurriendo este problema?",Enuresis duration months consecutive,Input for enuresis - Enuresis duration months consecutive,Enuresis: escapes de orina o mojarse involuntariamente.,"6. Orina, heces y continencia",Orina y mojarse sin querer,"6. Orina, heces y continencia",Orina y mojarse sin querer,dsm5,adhd,adhd|elimination|depression,enuresis,enuresis_B,dsm5,duration_item,duration_item,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,integer,INTEGER_MONTHS,Número de meses,,0.0,240.0,meses,Ingrese un número entero de meses.,no,yes,yes,no,yes,yes,"caregiver_2_3, caregiver_full, psychologist_2_3, psychologist_full",90.0,90.0,media,media,,,feature DSM-5 explícita; prioridad DSM-5 high; capa criteria_support; respondible por ambos roles,Cuente el tiempo desde que este problema comenzó a ocurrir de forma repetida.,,,,audited_v16_4
Q147,enuresis_event_frequency_per_week,"Pensando en los escapes de orina o en mojarse sin querer, ¿cuántas veces por semana ocurre este problema?","Pensando en los escapes de orina o en mojarse sin querer, ¿cuántas veces por semana ocurre este problema?","Pensando en los escapes de orina o en mojarse sin querer, ¿cuántas veces por semana ocurre este problema?",Enuresis event frequency per week,Input for enuresis - Enuresis event frequency per week,Enuresis: escapes de orina o mojarse involuntariamente.,"6. Orina, heces y continencia",Orina y mojarse sin querer,"6. Orina, heces y continencia",Orina y mojarse sin querer,dsm5,adhd,adhd|elimination|anxiety|depression,enuresis,enuresis_B,dsm5,symptom_item,symptom_item,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,decimal,DECIMAL_PER_WEEK,Frecuencia por semana,,0.0,50.0,veces por semana,Ingrese el número aproximado de veces por semana.,yes,yes,yes,yes,yes,yes,"caregiver_1_3, caregiver_2_3, caregiver_full, psychologist_1_3, psychologist_2_3, psychologist_full",37.0,37.0,alta,alta,,,feature DSM-5 explícita; prioridad DSM-5 high; capa core_symptom; respondible por ambos roles,Enuresis = escapes de orina o mojarse involuntariamente.,,,,audited_v16_4
Q148,enuresis_nocturnal,¿Los escapes de orina ocurren principalmente durante el sueño o en la noche?,¿Los escapes de orina ocurren principalmente durante el sueño o en la noche?,¿Los escapes de orina ocurren principalmente durante el sueño o en la noche?,Enuresis nocturnal,Input for enuresis - Enuresis nocturnal,Enuresis: escapes de orina o mojarse involuntariamente.,"6. Orina, heces y continencia",Orina y mojarse sin querer,"6. Orina, heces y continencia",Orina y mojarse sin querer,dsm5,adhd,adhd|elimination|depression,enuresis,specifier,dsm5,specifier_item,specifier_item,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,single_choice,YES_NO,Sí / No,"[{""value"": 0, ""label"": ""No""}, {""value"": 1, ""label"": ""Sí""}]",0.0,1.0,,Seleccione Sí o No.,no,no,yes,no,no,yes,"caregiver_full, psychologist_full",144.0,170.0,baja,baja,,,feature DSM-5 explícita; prioridad DSM-5 medium; capa subtype; respondible por ambos roles,Enuresis nocturna = ocurre al dormir o por la noche.,,,,audited_v16_4
Q149,enuresis_not_due_substance_medical,"Según su juicio clínico, ¿este problema de escapes de orina no se explica mejor por una sustancia o un problema médico?","Según su juicio clínico, ¿este problema de escapes de orina no se explica mejor por una sustancia o un problema médico?","Según su juicio clínico, ¿este problema de escapes de orina no se explica mejor por una sustancia o un problema médico?",Enuresis not due substance medical,Input for enuresis - Enuresis not due substance medical,Enuresis: escapes de orina o mojarse involuntariamente.,"6. Orina, heces y continencia",Orina y mojarse sin querer,"6. Orina, heces y continencia",Orina y mojarse sin querer,dsm5,adhd,adhd|elimination|depression,enuresis,enuresis_D,dsm5,exclusion_flag,exclusion_flag,model_input,direct_psychologist_only,yes,no,yes,yes,no,no,no,yes,no,no,Psicólogo/a,psychologist,caregiver_or_psychologist,single_choice,YES_NO,Sí / No,"[{""value"": 0, ""label"": ""No""}, {""value"": 1, ""label"": ""Sí""}]",0.0,1.0,,Seleccione Sí o No.,no,no,no,no,no,yes,psychologist_full,,131.0,no_aplica,baja,,,feature DSM-5 explícita; prioridad DSM-5 high; capa clinician_gate; solo psicólogo,Solo psicólogo.,,,,audited_v16_4
Q150,enuresis_primary_course,¿Nunca llegó a mantener un periodo claro de continencia antes de que apareciera este problema?,¿Nunca llegó a mantener un periodo claro de continencia antes de que apareciera este problema?,¿El niño o la niña nunca llegó a establecer un periodo claro de continencia antes de este problema?,Enuresis primary course,Input for enuresis - Enuresis primary course,Enuresis: escapes de orina o mojarse involuntariamente.,"6. Orina, heces y continencia",Orina y mojarse sin querer,"6. Orina, heces y continencia",Orina y mojarse sin querer,dsm5,adhd,adhd|elimination|depression,enuresis,course,dsm5,course_item,course_item,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,single_choice,YES_NO,Sí / No,"[{""value"": 0, ""label"": ""No""}, {""value"": 1, ""label"": ""Sí""}]",0.0,1.0,,Seleccione Sí o No.,no,no,yes,no,no,yes,"caregiver_full, psychologist_full",146.0,178.0,baja,baja,,,feature DSM-5 explícita; prioridad DSM-5 low; capa course; respondible por ambos roles,Continencia significa un periodo mantenido sin escapes de orina.,,,,audited_v16_4
Q151,enuresis_secondary_course,¿Este problema apareció después de haber tenido un periodo claro de continencia?,¿Este problema apareció después de haber tenido un periodo claro de continencia?,¿El problema apareció después de haber tenido un periodo claro de continencia?,Enuresis secondary course,Input for enuresis - Enuresis secondary course,Enuresis: escapes de orina o mojarse involuntariamente.,"6. Orina, heces y continencia",Orina y mojarse sin querer,"6. Orina, heces y continencia",Orina y mojarse sin querer,dsm5,adhd,adhd|elimination|depression,enuresis,course,dsm5,course_item,course_item,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,single_choice,YES_NO,Sí / No,"[{""value"": 0, ""label"": ""No""}, {""value"": 1, ""label"": ""Sí""}]",0.0,1.0,,Seleccione Sí o No.,no,no,yes,no,no,yes,"caregiver_full, psychologist_full",147.0,179.0,baja,baja,,,feature DSM-5 explícita; prioridad DSM-5 low; capa course; respondible por ambos roles,Continencia significa un periodo mantenido sin escapes de orina antes del problema actual.,,,,audited_v16_4
